smiles,pKi_numeric
CC(=O)O[C@]12C=C(C)[C@H]([C@@H]3C(=O)N(OCCCN4CCN(c5ccccn5)CC4)C(=O)[C@@H]31)[C@H](C)C2,5.74
CC(=O)O[C@]12C=C(C)[C@H]([C@@H]3C(=O)N(OCCCN4CCN(c5ccccn5)CC4)C(=O)[C@H]31)[C@H](C)C2,5.74
CC(=O)O[C@]12C=C(C)[C@H]([C@H]3C(=O)N(CCCCN4CCN(Cc5ccccc5)CC4)C(=O)[C@@H]31)[C@H](C)C2,5.01
CC(=O)O[C@]12C=C(C)[C@H]([C@H]3C(=O)N(CCCCN4CCN(Cc5ccccc5)CC4)C(=O)[C@H]31)[C@H](C)C2,5.01
CC(=O)O[C@]12C=C(C)[C@H]([C@H]3C(=O)N(CCCCN4CCN(c5ccc(F)cc5)CC4)C(=O)[C@@H]31)[C@H](C)C2,6.77
CC(=O)O[C@]12C=C(C)[C@H]([C@H]3C(=O)N(CCCCN4CCN(c5ccc(F)cc5)CC4)C(=O)[C@H]31)[C@H](C)C2,6.77
CC(=O)O[C@]12C=C(C)[C@H]([C@H]3C(=O)N(CCCCN4CCN(c5ccccc5)CC4)C(=O)[C@@H]31)[C@H](C)C2,6.54
CC(=O)O[C@]12C=C(C)[C@H]([C@H]3C(=O)N(CCCCN4CCN(c5ccccc5)CC4)C(=O)[C@H]31)[C@H](C)C2,6.54
CC(=O)O[C@]12C=C(C)[C@H]([C@H]3C(=O)N(CCCCN4CCN(c5ccccn5)CC4)C(=O)[C@@H]31)[C@H](C)C2,6.02
CC(=O)O[C@]12C=C(C)[C@H]([C@H]3C(=O)N(CCCCN4CCN(c5ccccn5)CC4)C(=O)[C@H]31)[C@H](C)C2,6.02
CC(=O)O[C@]12C=C(C)[C@H]([C@H]3C(=O)N(CCCCN4CCN(c5ncccn5)CC4)C(=O)[C@@H]31)[C@H](C)C2,5.22
CC(=O)O[C@]12C=C(C)[C@H]([C@H]3C(=O)N(CCCCN4CCN(c5ncccn5)CC4)C(=O)[C@H]31)[C@H](C)C2,5.22
CC(=O)O[C@]12C=C(C)[C@H]([C@H]3C(=O)N(CCCN4CCN(c5ccccc5)CC4)C(=O)[C@@H]31)[C@H](C)C2,6.24
